operation,time
create,1.3028267179615796
reuse,0.6764522232115269
create,0.8588193072937429
reuse,0.6510248729027808
create,1.2709180377423763
reuse,0.6589612732641399
create,0.911644147709012
reuse,0.7189939017407596
create,1.4148786887526512
reuse,0.6826776810921729
